zipn,p,sp,carcost,carpark,carfeetotal,transitcost,rdcost,cartime,transittime,rdtime,walktime,biketime,purpose,car_av,transit_av,rd_av,walk_av,bike_av,choice,who,purpose_1,purpose_2,purpose_3,purpose_4,purpose_5,purpose_6,age,race,edu,work,zipcode,hhsize,child,hhincome,idincome,veh,bike,higheredu,employ,white,stu_dummy,mean_hhincome,veh_dummy,gender_F,gender_M,gender_O,originpurp,originpurpose_errand,originpurpose_home,originpurpose_school,originpurpose_shopping,originpurpose_social,originpurpose_work,meanincomehh,meanincomeindiv,carfeetotal_adj,transitcost_adj,rdcost_adj,popdensity,carfeetotal_adjindiv,transitcost_adjindiv,rdcost_adjindiv
83704,524,2,1.3,0,1.3,1.5,13.79,18,26,21,149,60,2,1,1,1,1,1,1,1476,0,1,0,0,0,0,31,1,5,1,83704,3,2,6,6,2,1,1,1,1,1,42500,1,1,0,0,2,0,1,0,0,0,0,42.5,42.5,0.030588235,0.035294118,0.324470588,4525.29405,0.030588235,0.035294118,0.324470588
83704,524,3,1.49,12,13.49,2.5,13.79,18,31,18,175,60,2,1,1,1,1,1,1,1476,0,1,0,0,0,0,31,1,5,1,83704,3,2,6,6,2,1,1,1,1,1,42500,1,1,0,0,2,0,1,0,0,0,0,42.5,42.5,0.317411765,0.058823529,0.324470588,4525.29405,0.317411765,0.058823529,0.324470588
83705,1376,1,0.71,4,4.71,2.5,10.03,10,17,12,113,25,2,1,1,1,1,1,1,1004,0,1,0,0,0,0,27,1,5,1,83705,2,0,7,5,2,1,1,1,1,0,62500,1,0,1,0,1,0,0,0,0,0,1,62.5,30,0.07536,0.04,0.16048,1854.655617,0.157,0.083333333,0.334333333
83705,1376,2,0.62,12,12.62,3.5,11.53,10,15,12,98,29,2,1,1,1,1,1,2,1004,0,1,0,0,0,0,27,1,5,1,83705,2,0,7,5,2,1,1,1,1,0,62500,1,0,1,0,1,0,0,0,0,0,1,62.5,30,0.20192,0.056,0.18448,1854.655617,0.420666667,0.116666667,0.384333333
83705,1376,3,0.71,0,0.71,2.5,11.53,12,15,12,113,29,2,1,1,1,1,1,1,1004,0,1,0,0,0,0,27,1,5,1,83705,2,0,7,5,2,1,1,1,1,0,62500,1,0,1,0,1,0,0,0,0,0,1,62.5,30,0.01136,0.04,0.18448,1854.655617,0.023666667,0.083333333,0.384333333
83709,739,3,5.45,8,13.45,3.5,58.01,72,106,72,603,181,1,1,1,1,1,1,1,1360,1,0,0,0,0,0,26,1,5,1,83709,2,0,5,5,1,1,1,1,1,1,30000,1,0,1,0,2,0,1,0,0,0,0,30,30,0.448333333,0.116666667,1.933666667,1438.957752,0.448333333,0.116666667,1.933666667
83709,739,2,7.37,0,7.37,3.5,50.44,62,122,72,693,208,1,1,1,1,1,1,1,1360,1,0,0,0,0,0,26,1,5,1,83709,2,0,5,5,1,1,1,1,1,1,30000,1,0,1,0,2,0,1,0,0,0,0,30,30,0.245666667,0.116666667,1.681333333,1438.957752,0.245666667,0.116666667,1.681333333
83709,739,1,7.37,12,19.37,1.5,58.01,83,90,83,693,181,1,1,1,1,1,1,1,1360,1,0,0,0,0,0,26,1,5,1,83709,2,0,5,5,1,1,1,1,1,1,30000,1,0,1,0,2,0,1,0,0,0,0,30,30,0.645666667,0.05,1.933666667,1438.957752,0.645666667,0.05,1.933666667
83854,669,1,3.7,4,7.7,1.5,31.49,60,77,60,436,150,3,1,1,1,1,1,1,1399,0,0,1,0,0,0,33,1,6,1,83854,3,1,7,7,2,1,1,1,1,0,62500,1,0,1,0,3,0,0,0,1,0,0,62.5,62.5,0.1232,0.024,0.50384,496.0047942,0.1232,0.024,0.50384
83854,669,2,5.01,8,13.01,2.5,31.49,60,77,52,501,131,3,1,1,1,1,1,1,1399,0,0,1,0,0,0,33,1,6,1,83854,3,1,7,7,2,1,1,1,1,0,62500,1,0,1,0,3,0,0,0,1,0,0,62.5,62.5,0.20816,0.04,0.50384,496.0047942,0.20816,0.04,0.50384
83854,669,3,5.01,4,9.01,2.5,42.6,44,65,44,501,131,3,1,1,1,1,1,1,1399,0,0,1,0,0,0,33,1,6,1,83854,3,1,7,7,2,1,1,1,1,0,62500,1,0,1,0,3,0,0,0,1,0,0,62.5,62.5,0.14416,0.04,0.6816,496.0047942,0.14416,0.04,0.6816
83864,663,1,0.56,12,12.56,3.5,5.9,6,9,8,50,18,3,1,1,1,1,1,1,28,0,0,1,0,0,0,28,2,5,1,83864,7,2,3,3,1,1,1,1,0,1,17500,1,0,1,0,1,0,0,0,0,0,1,17.5,17.5,0.717714286,0.2,0.337142857,37.2379052,0.717714286,0.2,0.337142857
83864,663,2,0.48,12,12.48,3.5,5.9,8,10,8,68,18,3,1,1,1,1,1,2,28,0,0,1,0,0,0,28,2,5,1,83864,7,2,3,3,1,1,1,1,0,1,17500,1,0,1,0,1,0,0,0,0,0,1,17.5,17.5,0.713142857,0.2,0.337142857,37.2379052,0.713142857,0.2,0.337142857
83864,663,3,0.64,0,0.64,1.5,6.94,6,9,6,68,18,3,1,1,1,1,1,2,28,0,0,1,0,0,0,28,2,5,1,83864,7,2,3,3,1,1,1,1,0,1,17500,1,0,1,0,1,0,0,0,0,0,1,17.5,17.5,0.036571429,0.085714286,0.396571429,37.2379052,0.036571429,0.085714286,0.396571429
84020,129,1,0.22,0,0.22,3.5,4.52,3,6,4,25,10,3,0,1,1,1,1,4,302,0,0,1,0,0,0,42,1,2,1,84020,1,0,5,5,0,1,0,1,1,0,30000,0,0,1,0,1,0,0,0,0,0,1,30,30,0.007333333,0.116666667,0.150666667,1578.853331,0.007333333,0.116666667,0.150666667
84020,129,2,0.19,12,12.19,3.5,3.84,4,6,3,33,9,3,0,1,1,1,1,5,302,0,0,1,0,0,0,42,1,2,1,84020,1,0,5,5,0,1,0,1,1,0,30000,0,0,1,0,1,0,0,0,0,0,1,30,30,0.406333333,0.116666667,0.128,1578.853331,0.406333333,0.116666667,0.128
84020,129,3,0.26,0,0.26,2.5,5.19,3,5,3,25,9,3,0,1,1,1,1,4,302,0,0,1,0,0,0,42,1,2,1,84020,1,0,5,5,0,1,0,1,1,0,30000,0,0,1,0,1,0,0,0,0,0,1,30,30,0.008666667,0.083333333,0.173,1578.853331,0.008666667,0.083333333,0.173
84041,1216,3,0.28,4,4.28,2.5,6.03,5,7,5,32,11,4,1,1,1,1,0,1,1087,0,0,0,1,0,0,39,1,5,1,84041,1,0,7,7,1,0,1,1,1,0,62500,1,1,0,0,2,0,1,0,0,0,0,62.5,62.5,0.06848,0.04,0.09648,3018.465909,0.06848,0.04,0.09648
84041,1216,1,0.24,4,4.24,1.5,5.24,5,7,5,44,13,4,1,1,1,1,0,1,1087,0,0,0,1,0,0,39,1,5,1,84041,1,0,7,7,1,0,1,1,1,0,62500,1,1,0,0,2,0,1,0,0,0,0,62.5,62.5,0.06784,0.024,0.08384,3018.465909,0.06784,0.024,0.08384
84041,1216,2,0.24,8,8.24,1.5,5.24,5,8,5,38,11,4,1,1,1,1,0,1,1087,0,0,0,1,0,0,39,1,5,1,84041,1,0,7,7,1,0,1,1,1,0,62500,1,1,0,0,2,0,1,0,0,0,0,62.5,62.5,0.13184,0.024,0.08384,3018.465909,0.13184,0.024,0.08384
84045,2433,1,2.82,8,10.82,3.5,45.88,56,96,56,546,139,3,1,1,1,1,1,1,451,0,0,1,0,0,0,45,1,4,2,84045,4,1,5,5,2,1,0,1,1,0,30000,1,0,1,0,2,0,1,0,0,0,0,30,30,0.360666667,0.116666667,1.529333333,828.9939084,0.360666667,0.116666667,1.529333333
84045,2433,2,3.32,12,15.32,2.5,45.88,75,82,56,628,139,3,1,1,1,1,1,1,451,0,0,1,0,0,0,45,1,4,2,84045,4,1,5,5,2,1,0,1,1,0,30000,1,0,1,0,2,0,1,0,0,0,0,30,30,0.510666667,0.083333333,1.529333333,828.9939084,0.510666667,0.083333333,1.529333333
84045,2433,3,2.82,0,2.82,1.5,52.77,75,96,66,464,164,3,1,1,1,1,1,1,451,0,0,1,0,0,0,45,1,4,2,84045,4,1,5,5,2,1,0,1,1,0,30000,1,0,1,0,2,0,1,0,0,0,0,30,30,0.094,0.05,1.759,828.9939084,0.094,0.05,1.759
84062,2559,3,0.89,4,4.89,3.5,6.94,6,12,6,59,15,3,1,1,1,1,0,1,382,0,0,1,0,0,0,36,1,5,2,84062,6,4,7,7,1,0,1,1,1,0,62500,1,1,0,0,2,0,1,0,0,0,0,62.5,62.5,0.07824,0.056,0.11104,1063.146515,0.07824,0.056,0.11104
84062,2559,2,0.77,12,12.77,2.5,5.9,8,9,8,50,15,3,1,1,1,1,0,2,382,0,0,1,0,0,0,36,1,5,2,84062,6,4,7,7,1,0,1,1,1,0,62500,1,1,0,0,2,0,1,0,0,0,0,62.5,62.5,0.20432,0.04,0.0944,1063.146515,0.20432,0.04,0.0944
84062,2559,1,0.89,0,0.89,3.5,6.94,8,10,7,68,18,3,1,1,1,1,0,1,382,0,0,1,0,0,0,36,1,5,2,84062,6,4,7,7,1,0,1,1,1,0,62500,1,1,0,0,2,0,1,0,0,0,0,62.5,62.5,0.01424,0.056,0.11104,1063.146515,0.01424,0.056,0.11104
84075,2597,1,0.4,12,12.4,1.5,7.26,6,9,7,51,15,5,1,1,1,1,1,5,362,0,0,0,0,1,0,42,1,5,1,84075,3,1,7,7,2,1,1,1,1,0,62500,1,0,1,0,2,0,1,0,0,0,0,62.5,62.5,0.1984,0.024,0.11616,1731.872792,0.1984,0.024,0.11616
84075,2597,3,0.4,12,12.4,3.5,5.37,7,8,6,51,13,5,1,1,1,1,1,3,362,0,0,0,0,1,0,42,1,5,1,84075,3,1,7,7,2,1,1,1,1,0,62500,1,0,1,0,2,0,1,0,0,0,0,62.5,62.5,0.1984,0.056,0.08592,1731.872792,0.1984,0.056,0.08592
84075,2597,2,0.4,4,4.4,3.5,7.26,5,9,6,44,18,5,1,1,1,1,1,2,362,0,0,0,0,1,0,42,1,5,1,84075,3,1,7,7,2,1,1,1,1,0,62500,1,0,1,0,2,0,1,0,0,0,0,62.5,62.5,0.0704,0.056,0.11616,1731.872792,0.0704,0.056,0.11616
84081,2609,3,0.08,8,8.08,3.5,3.07,1,2,1,9,3,5,1,1,1,1,0,3,359,0,0,0,0,1,0,33,1,6,1,84081,2,0,5,4,1,0,1,1,1,1,30000,1,0,1,0,2,0,1,0,0,0,0,30,22.5,0.269333333,0.116666667,0.102333333,2784.713202,0.359111111,0.155555556,0.136444444
84081,2609,2,0.07,8,8.07,3.5,3.53,1,2,1,11,3,5,1,1,1,1,0,4,359,0,0,0,0,1,0,33,1,6,1,84081,2,0,5,4,1,0,1,1,1,1,30000,1,0,1,0,2,0,1,0,0,0,0,30,22.5,0.269,0.116666667,0.117666667,2784.713202,0.358666667,0.155555556,0.156888889
84081,2609,1,0.08,4,4.08,1.5,3.53,1,2,1,12,3,5,1,1,1,1,0,2,359,0,0,0,0,1,0,33,1,6,1,84081,2,0,5,4,1,0,1,1,1,1,30000,1,0,1,0,2,0,1,0,0,0,0,30,22.5,0.136,0.05,0.117666667,2784.713202,0.181333333,0.066666667,0.156888889
84088,2608,1,0.41,12,12.41,3.5,7.98,7,12,6,59,18,4,1,1,1,1,1,2,360,0,0,0,1,0,0,41,1,6,1,84088,5,3,8,8,2,1,1,1,1,0,72500,1,0,1,0,1,0,0,0,0,0,1,72.5,87.5,0.171172414,0.048275862,0.110068966,3779.912942,0.141828571,0.04,0.0912
84088,2608,2,0.41,12,12.41,2.5,5.9,6,12,6,68,15,4,1,1,1,1,1,2,360,0,0,0,1,0,0,41,1,6,1,84088,5,3,8,8,2,1,1,1,1,0,72500,1,0,1,0,1,0,0,0,0,0,1,72.5,87.5,0.171172414,0.034482759,0.08137931,3779.912942,0.141828571,0.028571429,0.067428571
84088,2608,3,0.55,4,4.55,1.5,6.94,7,9,7,59,15,4,1,1,1,1,1,2,360,0,0,0,1,0,0,41,1,6,1,84088,5,3,8,8,2,1,1,1,1,0,72500,1,0,1,0,1,0,0,0,0,0,1,72.5,87.5,0.062758621,0.020689655,0.095724138,3779.912942,0.052,0.017142857,0.079314286
84107,2519,2,0.94,12,12.94,2.5,10.68,13,19,13,122,32,5,1,1,1,1,1,3,402,0,0,0,0,1,0,40,1,5,1,84107,4,2,7,7,2,1,1,1,1,0,62500,1,0,1,0,2,0,1,0,0,0,0,62.5,62.5,0.20704,0.04,0.17088,4114.518064,0.20704,0.04,0.17088
84107,2519,3,0.7,12,12.7,2.5,12.28,11,22,11,90,27,5,1,1,1,1,1,3,402,0,0,0,0,1,0,40,1,5,1,84107,4,2,7,7,2,1,1,1,1,0,62500,1,0,1,0,2,0,1,0,0,0,0,62.5,62.5,0.2032,0.04,0.19648,4114.518064,0.2032,0.04,0.19648
84107,2519,1,0.7,12,12.7,2.5,10.68,15,19,11,106,27,5,1,1,1,1,1,2,402,0,0,0,0,1,0,40,1,5,1,84107,4,2,7,7,2,1,1,1,1,0,62500,1,0,1,0,2,0,1,0,0,0,0,62.5,62.5,0.2032,0.04,0.17088,4114.518064,0.2032,0.04,0.17088
84511,2447,1,0.54,4,4.54,1.5,11.53,10,20,14,113,25,5,1,1,1,1,1,1,444,0,0,0,0,1,0,41,1,5,1,84511,3,1,6,5,2,1,1,1,1,0,42500,1,1,0,0,6,0,0,0,0,1,0,42.5,30,0.106823529,0.035294118,0.271294118,10.84745763,0.151333333,0.05,0.384333333
84511,2447,2,0.64,4,4.64,1.5,10.03,14,17,14,83,25,5,1,1,1,1,1,1,444,0,0,0,0,1,0,41,1,5,1,84511,3,1,6,5,2,1,1,1,1,0,42500,1,1,0,0,6,0,0,0,0,1,0,42.5,30,0.109176471,0.035294118,0.236,10.84745763,0.154666667,0.05,0.334333333
84511,2447,3,0.64,4,4.64,3.5,10.03,14,17,14,113,25,5,1,1,1,1,1,1,444,0,0,0,0,1,0,41,1,5,1,84511,3,1,6,5,2,1,1,1,1,0,42500,1,1,0,0,6,0,0,0,0,1,0,42.5,30,0.109176471,0.082352941,0.236,10.84745763,0.154666667,0.116666667,0.334333333
84654,2554,2,2.31,8,10.31,3.5,17.59,32,47,28,197,59,4,1,1,1,1,1,5,385,0,0,0,1,0,0,39,1,4,1,84654,5,3,8,5,4,1,0,1,1,0,72500,1,1,0,0,2,0,1,0,0,0,0,72.5,30,0.142206897,0.048275862,0.24262069,10.93885388,0.343666667,0.116666667,0.586333333
84654,2554,3,1.97,4,5.97,2.5,17.59,28,35,32,197,80,4,1,1,1,1,1,2,385,0,0,0,1,0,0,39,1,4,1,84654,5,3,8,5,4,1,0,1,1,0,72500,1,1,0,0,2,0,1,0,0,0,0,72.5,30,0.082344828,0.034482759,0.24262069,10.93885388,0.199,0.083333333,0.586333333
84654,2554,1,2.66,0,2.66,1.5,17.59,28,35,28,231,69,4,1,1,1,1,1,1,385,0,0,0,1,0,0,39,1,4,1,84654,5,3,8,5,4,1,0,1,1,0,72500,1,1,0,0,2,0,1,0,0,0,0,72.5,30,0.036689655,0.020689655,0.24262069,10.93885388,0.088666667,0.05,0.586333333
84655,2418,2,0.51,8,8.51,2.5,8.14,9,11,8,74,19,6,1,1,1,1,1,1,460,0,0,0,0,0,1,38,1,5,3,84655,4,2,7,1,2,1,1,0,1,0,62500,1,1,0,0,2,0,1,0,0,0,0,62.5,5,0.13616,0.04,0.13024,231.5579169,1.702,0.5,1.628
84655,2418,3,0.6,4,4.6,2.5,6.92,10,15,8,85,19,6,1,1,1,1,1,1,460,0,0,0,0,0,1,38,1,5,3,84655,4,2,7,1,2,1,1,0,1,0,62500,1,1,0,0,2,0,1,0,0,0,0,62.5,5,0.0736,0.04,0.11072,231.5579169,0.92,0.5,1.384
84655,2418,1,0.51,4,4.51,3.5,6.92,9,15,9,85,22,6,1,1,1,1,1,1,460,0,0,0,0,0,1,38,1,5,3,84655,4,2,7,1,2,1,1,0,1,0,62500,1,1,0,0,2,0,1,0,0,0,0,62.5,5,0.07216,0.056,0.11072,231.5579169,0.902,0.7,1.384
84663,2446,3,0.77,8,8.77,1.5,10.16,14,20,12,114,25,4,1,1,1,1,1,5,446,0,0,0,1,0,0,24,1,3,1,84663,3,0,6,4,2,1,0,1,1,0,42500,1,0,1,0,2,0,1,0,0,0,0,42.5,22.5,0.206352941,0.035294118,0.239058824,219.1283116,0.389777778,0.066666667,0.451555556
84663,2446,1,0.77,8,8.77,1.5,8.63,14,20,10,99,30,4,1,1,1,1,1,5,446,0,0,0,1,0,0,24,1,3,1,84663,3,0,6,4,2,1,0,1,1,0,42500,1,0,1,0,2,0,1,0,0,0,0,42.5,22.5,0.206352941,0.035294118,0.203058824,219.1283116,0.389777778,0.066666667,0.383555556
84663,2446,2,0.65,12,12.65,3.5,8.63,12,15,14,85,30,4,1,1,1,1,1,5,446,0,0,0,1,0,0,24,1,3,1,84663,3,0,6,4,2,1,0,1,1,0,42500,1,0,1,0,2,0,1,0,0,0,0,42.5,22.5,0.297647059,0.082352941,0.203058824,219.1283116,0.562222222,0.155555556,0.383555556
85006,941,3,0.53,8,8.53,2.5,6.94,8,12,8,50,18,5,1,1,1,1,1,1,1241,0,0,0,0,1,0,35,2,5,1,85006,4,1,7,5,2,1,1,1,0,0,62500,1,1,0,0,2,0,1,0,0,0,0,62.5,30,0.13648,0.04,0.11104,6593.75,0.284333333,0.083333333,0.231333333
85006,941,2,0.61,12,12.61,3.5,5.9,7,9,7,50,20,5,1,1,1,1,1,1,1241,0,0,0,0,1,0,35,2,5,1,85006,4,1,7,5,2,1,1,1,0,0,62500,1,1,0,0,2,0,1,0,0,0,0,62.5,30,0.20176,0.056,0.0944,6593.75,0.420333333,0.116666667,0.196666667
85006,941,1,0.53,4,4.53,1.5,7.98,7,9,8,68,18,5,1,1,1,1,1,1,1241,0,0,0,0,1,0,35,2,5,1,85006,4,1,7,5,2,1,1,1,0,0,62500,1,1,0,0,2,0,1,0,0,0,0,62.5,30,0.07248,0.024,0.12768,6593.75,0.151,0.05,0.266
85013,969,3,4.15,12,16.15,1.5,39,75,96,56,628,139,3,1,1,1,1,1,2,1228,0,0,1,0,0,0,64,1,5,2,85013,2,0,8,3,2,1,1,1,1,0,72500,1,1,0,0,2,0,1,0,0,0,0,72.5,17.5,0.222758621,0.020689655,0.537931034,5194.728349,0.922857143,0.085714286,2.228571429
85013,969,2,4.89,8,12.89,3.5,45.88,56,82,66,464,188,3,1,1,1,1,1,2,1228,0,0,1,0,0,0,64,1,5,2,85013,2,0,8,3,2,1,1,1,1,0,72500,1,1,0,0,2,0,1,0,0,0,0,72.5,17.5,0.177793103,0.048275862,0.632827586,5194.728349,0.736571429,0.2,2.621714286
85013,969,1,5.62,0,5.62,1.5,39,66,111,66,628,188,3,1,1,1,1,1,1,1228,0,0,1,0,0,0,64,1,5,2,85013,2,0,8,3,2,1,1,1,1,0,72500,1,1,0,0,2,0,1,0,0,0,0,72.5,17.5,0.077517241,0.020689655,0.537931034,5194.728349,0.321142857,0.085714286,2.228571429
85018,1054,2,0.19,0,0.19,3.5,3.57,3,4,3,21,8,4,1,1,1,1,1,1,1176,0,0,0,1,0,0,24,1,5,1,85018,2,0,7,6,1,1,1,1,1,0,62500,1,1,0,0,2,0,1,0,0,0,0,62.5,42.5,0.00304,0.056,0.05712,3245.006298,0.004470588,0.082352941,0.084
85018,1054,1,0.16,8,8.16,1.5,4.84,3,4,3,25,6,4,1,1,1,1,1,1,1176,0,0,0,1,0,0,24,1,5,1,85018,2,0,7,6,1,1,1,1,1,0,62500,1,1,0,0,2,0,1,0,0,0,0,62.5,42.5,0.13056,0.024,0.07744,3245.006298,0.192,0.035294118,0.113882353
85018,1054,3,0.19,4,4.19,1.5,3.57,3,4,3,25,8,4,1,1,1,1,1,1,1176,0,0,0,1,0,0,24,1,5,1,85018,2,0,7,6,1,1,1,1,1,0,62500,1,1,0,0,2,0,1,0,0,0,0,62.5,42.5,0.06704,0.024,0.05712,3245.006298,0.098588235,0.035294118,0.084
85024,178,3,2.71,4,6.71,3.5,37.69,53,78,39,382,115,4,1,1,1,1,1,1,274,0,0,0,1,0,0,37,1,5,1,85024,4,2,7,4,1,1,1,1,1,0,62500,1,0,1,0,2,0,1,0,0,0,0,62.5,22.5,0.10736,0.056,0.60304,812.677456,0.298222222,0.155555556,1.675111111
85024,178,1,3.11,0,3.11,1.5,37.69,53,57,46,382,97,4,1,1,1,1,1,1,274,0,0,0,1,0,0,37,1,5,1,85024,4,2,7,4,1,1,1,1,1,0,62500,1,0,1,0,2,0,1,0,0,0,0,62.5,22.5,0.04976,0.024,0.60304,812.677456,0.138222222,0.066666667,1.675111111
85024,178,2,2.71,4,6.71,3.5,32.78,46,67,39,325,132,4,1,1,1,1,1,1,274,0,0,0,1,0,0,37,1,5,1,85024,4,2,7,4,1,1,1,1,1,0,62500,1,0,1,0,2,0,1,0,0,0,0,62.5,22.5,0.10736,0.056,0.52448,812.677456,0.298222222,0.155555556,1.456888889
85027,89,3,5.93,8,13.93,1.5,39,56,82,56,464,139,5,1,1,1,1,1,5,1671,0,0,0,0,1,0,27,1,5,1,85027,5,1,7,5,2,1,1,1,1,1,62500,1,0,1,0,3,0,0,0,1,0,0,62.5,30,0.22288,0.024,0.624,2642.100021,0.464333333,0.05,1.3
85027,89,2,5.93,4,9.93,2.5,39,56,82,56,546,164,5,1,1,1,1,1,5,1671,0,0,0,0,1,0,27,1,5,1,85027,5,1,7,5,2,1,1,1,1,1,62500,1,0,1,0,3,0,0,0,1,0,0,62.5,30,0.15888,0.04,0.624,2642.100021,0.331,0.083333333,1.3
85027,89,1,5.93,4,9.93,2.5,45.88,56,82,56,546,139,5,1,1,1,1,1,1,1671,0,0,0,0,1,0,27,1,5,1,85027,5,1,7,5,2,1,1,1,1,1,62500,1,0,1,0,3,0,0,0,1,0,0,62.5,30,0.15888,0.04,0.73408,2642.100021,0.331,0.083333333,1.529333333
85029,133,3,3.74,8,11.74,3.5,37.69,53,67,53,325,132,1,1,1,1,1,1,1,1651,1,0,0,0,0,0,30,1,6,1,85029,6,2,7,7,2,1,1,1,1,0,62500,1,1,0,0,1,0,0,0,0,0,1,62.5,62.5,0.18784,0.056,0.60304,4530.336372,0.18784,0.056,0.60304
85029,831,3,0.98,12,12.98,3.5,8.53,14,20,12,83,29,3,1,1,1,1,1,3,1311,0,0,1,0,0,0,33,1,5,1,85029,1,0,7,7,1,1,1,1,1,0,62500,1,0,1,0,1,0,0,0,0,0,1,62.5,62.5,0.20768,0.056,0.13648,4530.336372,0.20768,0.056,0.13648
85029,831,2,0.83,4,4.83,1.5,10.03,10,15,10,83,25,3,1,1,1,1,1,1,1311,0,0,1,0,0,0,33,1,5,1,85029,1,0,7,7,1,1,1,1,1,0,62500,1,0,1,0,1,0,0,0,0,0,1,62.5,62.5,0.07728,0.024,0.16048,4530.336372,0.07728,0.024,0.16048
85029,831,1,1.13,4,5.13,1.5,11.53,10,15,10,113,34,3,1,1,1,1,1,1,1311,0,0,1,0,0,0,33,1,5,1,85029,1,0,7,7,1,1,1,1,1,0,62500,1,0,1,0,1,0,0,0,0,0,1,62.5,62.5,0.08208,0.024,0.18448,4530.336372,0.08208,0.024,0.18448
85029,133,1,2.76,12,14.76,1.5,37.69,39,57,46,382,132,1,1,1,1,1,1,1,1651,1,0,0,0,0,0,30,1,6,1,85029,6,2,7,7,2,1,1,1,1,0,62500,1,1,0,0,1,0,0,0,0,0,1,62.5,62.5,0.23616,0.024,0.60304,4530.336372,0.23616,0.024,0.60304
85029,133,2,3.74,12,15.74,1.5,37.69,46,57,39,382,132,1,1,1,1,1,1,1,1651,1,0,0,0,0,0,30,1,6,1,85029,6,2,7,7,2,1,1,1,1,0,62500,1,1,0,0,1,0,0,0,0,0,1,62.5,62.5,0.25184,0.024,0.60304,4530.336372,0.25184,0.024,0.60304
85035,484,1,3.32,0,3.32,1.5,52.77,75,111,75,464,188,4,1,1,1,1,1,1,117,0,0,0,1,0,0,38,1,5,1,85035,5,1,6,6,2,1,1,1,1,1,42500,1,0,1,0,1,0,0,0,0,0,1,42.5,42.5,0.078117647,0.035294118,1.241647059,8311.920182,0.078117647,0.035294118,1.241647059
85035,484,2,3.32,12,15.32,3.5,39,56,111,66,464,164,4,1,1,1,1,1,1,117,0,0,0,1,0,0,38,1,5,1,85035,5,1,6,6,2,1,1,1,1,1,42500,1,0,1,0,1,0,0,0,0,0,1,42.5,42.5,0.360470588,0.082352941,0.917647059,8311.920182,0.360470588,0.082352941,0.917647059
85035,484,3,3.32,0,3.32,2.5,39,75,96,56,628,139,4,1,1,1,1,1,1,117,0,0,0,1,0,0,38,1,5,1,85035,5,1,6,6,2,1,1,1,1,1,42500,1,0,1,0,1,0,0,0,0,0,1,42.5,42.5,0.078117647,0.058823529,0.917647059,8311.920182,0.078117647,0.058823529,0.917647059
85086,1044,1,0.99,4,4.99,3.5,13.39,19,21,19,140,36,6,1,1,1,1,1,1,1182,0,0,0,0,0,1,40,1,5,1,85086,5,3,7,7,2,1,1,1,1,0,62500,1,1,0,0,2,0,1,0,0,0,0,62.5,62.5,0.07984,0.056,0.21424,694.1801663,0.07984,0.056,0.21424
85086,1044,3,0.99,4,4.99,3.5,11.38,19,25,19,140,42,6,1,1,1,1,1,1,1182,0,0,0,0,0,1,40,1,5,1,85086,5,3,7,7,2,1,1,1,1,0,62500,1,1,0,0,2,0,1,0,0,0,0,62.5,62.5,0.07984,0.056,0.18208,694.1801663,0.07984,0.056,0.18208
85086,1044,2,1.14,8,9.14,3.5,13.39,19,28,14,119,48,6,1,1,1,1,1,1,1182,0,0,0,0,0,1,40,1,5,1,85086,5,3,7,7,2,1,1,1,1,0,62500,1,1,0,0,2,0,1,0,0,0,0,62.5,62.5,0.14624,0.056,0.21424,694.1801663,0.14624,0.056,0.21424
85119,1032,1,0.37,8,8.37,1.5,6.94,7,12,8,59,18,6,1,1,1,1,0,2,1192,0,0,0,0,0,1,29,1,2,1,85119,1,0,4,4,1,0,0,1,1,0,22500,1,0,1,0,2,0,1,0,0,0,0,22.5,22.5,0.372,0.066666667,0.308444444,481.9104722,0.372,0.066666667,0.308444444
85119,172,2,0.83,8,8.83,2.5,8.53,14,20,10,113,34,4,1,1,1,1,1,2,1648,0,0,0,1,0,0,38,1,5,1,85119,1,0,6,6,1,1,1,1,1,0,42500,1,0,1,0,2,0,1,0,0,0,0,42.5,42.5,0.207764706,0.058823529,0.200705882,481.9104722,0.207764706,0.058823529,0.200705882
85119,1032,2,0.37,0,0.37,3.5,5.9,6,12,7,68,20,6,1,1,1,1,0,1,1192,0,0,0,0,0,1,29,1,2,1,85119,1,0,4,4,1,0,0,1,1,0,22500,1,0,1,0,2,0,1,0,0,0,0,22.5,22.5,0.016444444,0.155555556,0.262222222,481.9104722,0.016444444,0.155555556,0.262222222
85119,172,1,1.13,4,5.13,3.5,10.03,14,15,12,98,29,4,1,1,1,1,1,1,1648,0,0,0,1,0,0,38,1,5,1,85119,1,0,6,6,1,1,1,1,1,0,42500,1,0,1,0,2,0,1,0,0,0,0,42.5,42.5,0.120705882,0.082352941,0.236,481.9104722,0.120705882,0.082352941,0.236
85119,1032,3,0.5,0,0.5,2.5,6.94,6,12,6,59,18,6,1,1,1,1,0,1,1192,0,0,0,0,0,1,29,1,2,1,85119,1,0,4,4,1,0,0,1,1,0,22500,1,0,1,0,2,0,1,0,0,0,0,22.5,22.5,0.022222222,0.111111111,0.308444444,481.9104722,0.022222222,0.111111111,0.308444444
85119,172,3,1.13,8,9.13,1.5,11.53,12,15,12,113,34,4,1,1,1,1,1,2,1648,0,0,0,1,0,0,38,1,5,1,85119,1,0,6,6,1,1,1,1,1,0,42500,1,0,1,0,2,0,1,0,0,0,0,42.5,42.5,0.214823529,0.035294118,0.271294118,481.9104722,0.214823529,0.035294118,0.271294118
